n,f(x),x,p,||p||,gradient,||gradient||,alpha,k,eps
744,-87.1968,[4.9775 -5.0168 ],[0.0000 -0.0000 ],0.0000,[-0.0114 0.0114 ],0.0162,0.0025,128.0000,0.0100
745,-87.1968,[4.9775 -5.0169 ],[0.0000 -0.0000 ],0.0000,[-0.0113 0.0113 ],0.0160,0.0025,128.0000,0.0100
746,-87.1968,[4.9775 -5.0169 ],[0.0000 -0.0000 ],0.0000,[-0.0112 0.0112 ],0.0158,0.0025,128.0000,0.0100
747,-87.1968,[4.9775 -5.0169 ],[0.0000 -0.0000 ],0.0000,[-0.0111 0.0111 ],0.0157,0.0025,128.0000,0.0100
748,-87.1968,[4.9776 -5.0169 ],[0.0000 -0.0000 ],0.0000,[-0.0110 0.0110 ],0.0155,0.0025,128.0000,0.0100
749,-87.1968,[4.9776 -5.0170 ],[0.0000 -0.0000 ],0.0000,[-0.0109 0.0109 ],0.0154,0.0025,128.0000,0.0100
750,-87.1968,[4.9776 -5.0170 ],[0.0000 -0.0000 ],0.0000,[-0.0108 0.0108 ],0.0152,0.0025,128.0000,0.0100
751,-87.1968,[4.9777 -5.0170 ],[0.0000 -0.0000 ],0.0000,[-0.0107 0.0107 ],0.0151,0.0025,128.0000,0.0100
752,-87.1968,[4.9777 -5.0170 ],[0.0000 -0.0000 ],0.0000,[-0.0105 0.0105 ],0.0149,0.0025,128.0000,0.0100
753,-87.1968,[4.9777 -5.0171 ],[0.0000 -0.0000 ],0.0000,[-0.0104 0.0104 ],0.0148,0.0025,128.0000,0.0100
754,-87.1968,[4.9777 -5.0171 ],[0.0000 -0.0000 ],0.0000,[-0.0103 0.0103 ],0.0146,0.0025,128.0000,0.0100
755,-87.1968,[4.9778 -5.0171 ],[0.0000 -0.0000 ],0.0000,[-0.0102 0.0102 ],0.0145,0.0025,128.0000,0.0100
756,-87.1968,[4.9778 -5.0172 ],[0.0000 -0.0000 ],0.0000,[-0.0101 0.0101 ],0.0143,0.0025,128.0000,0.0100
757,-87.1968,[4.9778 -5.0172 ],[0.0000 -0.0000 ],0.0000,[-0.0100 0.0100 ],0.0142,0.0025,128.0000,0.0100
758,-87.1968,[4.9778 -5.0172 ],[0.0000 -0.0000 ],0.0000,[-0.0099 0.0099 ],0.0140,0.0025,128.0000,0.0100
759,-87.1968,[4.9779 -5.0172 ],[0.0000 -0.0000 ],0.0000,[-0.0098 0.0098 ],0.0139,0.0025,128.0000,0.0100
760,-87.1968,[4.9779 -5.0173 ],[0.0000 -0.0000 ],0.0000,[-0.0097 0.0097 ],0.0138,0.0025,128.0000,0.0100
761,-87.1968,[4.9779 -5.0173 ],[0.0000 -0.0000 ],0.0000,[-0.0096 0.0096 ],0.0136,0.0025,128.0000,0.0100
762,-87.1968,[4.9779 -5.0173 ],[0.0000 -0.0000 ],0.0000,[-0.0095 0.0095 ],0.0135,0.0025,128.0000,0.0100
763,-87.1968,[4.9780 -5.0173 ],[0.0000 -0.0000 ],0.0000,[-0.0094 0.0094 ],0.0134,0.0025,128.0000,0.0100
764,-87.1968,[4.9780 -5.0173 ],[0.0000 -0.0000 ],0.0000,[-0.0093 0.0093 ],0.0132,0.0025,128.0000,0.0100
765,-87.1968,[4.9780 -5.0174 ],[0.0000 -0.0000 ],0.0000,[-0.0093 0.0093 ],0.0131,0.0025,128.0000,0.0100
766,-87.1968,[4.9780 -5.0174 ],[0.0000 -0.0000 ],0.0000,[-0.0092 0.0092 ],0.0130,0.0025,128.0000,0.0100
767,-87.1968,[4.9780 -5.0174 ],[0.0000 -0.0000 ],0.0000,[-0.0091 0.0091 ],0.0128,0.0025,128.0000,0.0100
768,-87.1968,[4.9781 -5.0174 ],[0.0000 -0.0000 ],0.0000,[-0.0090 0.0090 ],0.0127,0.0025,128.0000,0.0100
769,-87.1968,[4.9781 -5.0175 ],[0.0000 -0.0000 ],0.0000,[-0.0089 0.0089 ],0.0126,0.0025,128.0000,0.0100
770,-87.1968,[4.9781 -5.0175 ],[0.0000 -0.0000 ],0.0000,[-0.0088 0.0088 ],0.0124,0.0025,128.0000,0.0100
771,-87.1968,[4.9781 -5.0175 ],[0.0000 -0.0000 ],0.0000,[-0.0087 0.0087 ],0.0123,0.0025,128.0000,0.0100
772,-87.1968,[4.9782 -5.0175 ],[0.0000 -0.0000 ],0.0000,[-0.0086 0.0086 ],0.0122,0.0025,128.0000,0.0100
773,-87.1968,[4.9782 -5.0176 ],[0.0000 -0.0000 ],0.0000,[-0.0085 0.0085 ],0.0121,0.0025,128.0000,0.0100
774,-87.1968,[4.9782 -5.0176 ],[0.0000 -0.0000 ],0.0000,[-0.0085 0.0085 ],0.0120,0.0025,128.0000,0.0100
775,-87.1968,[4.9782 -5.0176 ],[0.0000 -0.0000 ],0.0000,[-0.0084 0.0084 ],0.0118,0.0025,128.0000,0.0100
776,-87.1968,[4.9782 -5.0176 ],[0.0000 -0.0000 ],0.0000,[-0.0083 0.0083 ],0.0117,0.0025,128.0000,0.0100
777,-87.1968,[4.9783 -5.0176 ],[0.0000 -0.0000 ],0.0000,[-0.0082 0.0082 ],0.0116,0.0025,128.0000,0.0100
778,-87.1968,[4.9783 -5.0177 ],[0.0000 -0.0000 ],0.0000,[-0.0081 0.0081 ],0.0115,0.0025,128.0000,0.0100
779,-87.1968,[4.9783 -5.0177 ],[0.0000 -0.0000 ],0.0000,[-0.0080 0.0080 ],0.0114,0.0025,128.0000,0.0100
780,-87.1968,[4.9783 -5.0177 ],[0.0000 -0.0000 ],0.0000,[-0.0080 0.0080 ],0.0113,0.0025,128.0000,0.0100
781,-87.1968,[4.9783 -5.0177 ],[0.0000 -0.0000 ],0.0000,[-0.0079 0.0079 ],0.0111,0.0025,128.0000,0.0100
782,-87.1968,[4.9784 -5.0177 ],[0.0000 -0.0000 ],0.0000,[-0.0078 0.0078 ],0.0110,0.0025,128.0000,0.0100
783,-87.1968,[4.9784 -5.0178 ],[0.0000 -0.0000 ],0.0000,[-0.0077 0.0077 ],0.0109,0.0025,128.0000,0.0100
784,-87.1968,[4.9784 -5.0178 ],[0.0000 -0.0000 ],0.0000,[-0.0076 0.0076 ],0.0108,0.0025,128.0000,0.0100
785,-87.1968,[4.9784 -5.0178 ],[0.0000 -0.0000 ],0.0000,[-0.0076 0.0076 ],0.0107,0.0025,128.0000,0.0100
786,-87.1968,[4.9784 -5.0178 ],[0.0000 -0.0000 ],0.0000,[-0.0075 0.0075 ],0.0106,0.0025,128.0000,0.0100
787,-87.1968,[4.9785 -5.0178 ],[0.0000 -0.0000 ],0.0000,[-0.0074 0.0074 ],0.0105,0.0025,128.0000,0.0100
788,-87.1968,[4.9785 -5.0178 ],[0.0000 -0.0000 ],0.0000,[-0.0073 0.0073 ],0.0104,0.0025,128.0000,0.0100
789,-87.1968,[4.9785 -5.0179 ],[0.0000 -0.0000 ],0.0000,[-0.0073 0.0073 ],0.0103,0.0025,128.0000,0.0100
790,-87.1968,[4.9785 -5.0179 ],[0.0000 -0.0000 ],0.0000,[-0.0072 0.0072 ],0.0102,0.0025,128.0000,0.0100
791,-87.1968,[4.9785 -5.0179 ],[0.0000 -0.0000 ],0.0000,[-0.0071 0.0071 ],0.0101,0.0025,128.0000,0.0100
